Year ka BP,Value,Variable
5920,0.467878164,SPD (corrected)
5919,0.468769119,SPD (corrected)
5918,0.469663779,SPD (corrected)
5917,0.470562114,SPD (corrected)
5916,0.471464292,SPD (corrected)
5915,0.472370112,SPD (corrected)
5914,0.473280662,SPD (corrected)
5913,0.474195757,SPD (corrected)
5912,0.475115372,SPD (corrected)
5911,0.47603928,SPD (corrected)
5910,0.47696704,SPD (corrected)
5909,0.477897735,SPD (corrected)
5908,0.47883055,SPD (corrected)
5907,0.47976465,SPD (corrected)
5906,0.480698704,SPD (corrected)
5905,0.481632084,SPD (corrected)
5904,0.482526712,SPD (corrected)
5903,0.483380662,SPD (corrected)
5902,0.484193164,SPD (corrected)
5901,0.484964393,SPD (corrected)
5900,0.485697071,SPD (corrected)
5899,0.486370514,SPD (corrected)
5898,0.486996913,SPD (corrected)
5897,0.48758928,SPD (corrected)
5896,0.488159841,SPD (corrected)
5895,0.488720249,SPD (corrected)
5894,0.489277613,SPD (corrected)
5893,0.489835942,SPD (corrected)
5892,0.490398151,SPD (corrected)
5891,0.490966786,SPD (corrected)
5890,0.491543061,SPD (corrected)
5889,0.492138665,SPD (corrected)
5888,0.492753384,SPD (corrected)
5887,0.493384614,SPD (corrected)
5886,0.494028952,SPD (corrected)
5885,0.494681799,SPD (corrected)
5884,0.495341303,SPD (corrected)
5883,0.496006507,SPD (corrected)
5882,0.496676529,SPD (corrected)
5881,0.497350505,SPD (corrected)
5880,0.498027458,SPD (corrected)
5879,0.498709484,SPD (corrected)
5878,0.499395888,SPD (corrected)
5877,0.500086032,SPD (corrected)
5876,0.500779113,SPD (corrected)
5875,0.501474608,SPD (corrected)
5874,0.502166734,SPD (corrected)
5873,0.502854461,SPD (corrected)
5872,0.503536679,SPD (corrected)
5871,0.504212477,SPD (corrected)
5870,0.504881798,SPD (corrected)
5869,0.505527931,SPD (corrected)
5868,0.506150151,SPD (corrected)
5867,0.506747589,SPD (corrected)
5866,0.507319831,SPD (corrected)
5865,0.507866935,SPD (corrected)
5864,0.508383991,SPD (corrected)
5863,0.508870796,SPD (corrected)
5862,0.509327735,SPD (corrected)
5861,0.509754601,SPD (corrected)
5860,0.510151967,SPD (corrected)
5859,0.510503157,SPD (corrected)
5858,0.510809863,SPD (corrected)
5857,0.511074201,SPD (corrected)
5856,0.511298689,SPD (corrected)
5855,0.511486493,SPD (corrected)
5854,0.511630732,SPD (corrected)
5853,0.511735478,SPD (corrected)
5852,0.51180548,SPD (corrected)
5851,0.511846015,SPD (corrected)
5850,0.511862643,SPD (corrected)
5849,0.511867313,SPD (corrected)
5848,0.511867098,SPD (corrected)
5847,0.511869141,SPD (corrected)
5846,0.51187994,SPD (corrected)
5845,0.511905354,SPD (corrected)
5844,0.511946359,SPD (corrected)
5843,0.512005446,SPD (corrected)
5842,0.512085903,SPD (corrected)
5841,0.512190212,SPD (corrected)
5840,0.512319931,SPD (corrected)
5839,0.51247164,SPD (corrected)
5838,0.512643508,SPD (corrected)
5837,0.512833287,SPD (corrected)
5836,0.513038526,SPD (corrected)
5835,0.513255993,SPD (corrected)
5834,0.513481916,SPD (corrected)
5833,0.513712488,SPD (corrected)
5832,0.513943631,SPD (corrected)
5831,0.514171024,SPD (corrected)
5830,0.514390509,SPD (corrected)
5829,0.514604484,SPD (corrected)
5828,0.514810499,SPD (corrected)
5827,0.515005841,SPD (corrected)
5826,0.515187764,SPD (corrected)
5825,0.515353438,SPD (corrected)
5824,0.515506458,SPD (corrected)
5823,0.51564489,SPD (corrected)
5822,0.51576701,SPD (corrected)
5821,0.51587065,SPD (corrected)
5820,0.515954365,SPD (corrected)
5819,0.516008302,SPD (corrected)
5818,0.516031511,SPD (corrected)
5817,0.51602322,SPD (corrected)
5816,0.515982767,SPD (corrected)
5815,0.515910175,SPD (corrected)
5814,0.515794099,SPD (corrected)
5813,0.515635054,SPD (corrected)
5812,0.515433485,SPD (corrected)
5811,0.515191055,SPD (corrected)
5810,0.514909576,SPD (corrected)
5809,0.514580246,SPD (corrected)
5808,0.5142084,SPD (corrected)
5807,0.513801076,SPD (corrected)
5806,0.513365643,SPD (corrected)
5805,0.512910458,SPD (corrected)
5804,0.512444286,SPD (corrected)
5803,0.511977425,SPD (corrected)
5802,0.51151965,SPD (corrected)
5801,0.51108074,SPD (corrected)
5800,0.510669809,SPD (corrected)
5799,0.510286199,SPD (corrected)
5798,0.509936774,SPD (corrected)
5797,0.509627802,SPD (corrected)
5796,0.50936453,SPD (corrected)
5795,0.509151191,SPD (corrected)
5794,0.508979736,SPD (corrected)
5793,0.508852246,SPD (corrected)
5792,0.508770641,SPD (corrected)
5791,0.50873622,SPD (corrected)
5790,0.508749218,SPD (corrected)
5789,0.508792361,SPD (corrected)
5788,0.508863307,SPD (corrected)
5787,0.508960251,SPD (corrected)
5786,0.509080543,SPD (corrected)
5785,0.509222291,SPD (corrected)
5784,0.509377743,SPD (corrected)
5783,0.509546158,SPD (corrected)
5782,0.50972685,SPD (corrected)
5781,0.509918852,SPD (corrected)
5780,0.510121608,SPD (corrected)
5779,0.51032746,SPD (corrected)
5778,0.510536273,SPD (corrected)
5777,0.510748124,SPD (corrected)
5776,0.510963321,SPD (corrected)
5775,0.511181494,SPD (corrected)
5774,0.51139318,SPD (corrected)
5773,0.511598287,SPD (corrected)
5772,0.511796698,SPD (corrected)
5771,0.511988291,SPD (corrected)
5770,0.512172951,SPD (corrected)
5769,0.512356131,SPD (corrected)
5768,0.512537643,SPD (corrected)
5767,0.512717476,SPD (corrected)
5766,0.512895621,SPD (corrected)
5765,0.513072066,SPD (corrected)
5764,0.513276758,SPD (corrected)
5763,0.513507758,SPD (corrected)
5762,0.513762312,SPD (corrected)
5761,0.514037936,SPD (corrected)
5760,0.51433253,SPD (corrected)
5759,0.514653295,SPD (corrected)
5758,0.514993853,SPD (corrected)
5757,0.515348888,SPD (corrected)
5756,0.515713357,SPD (corrected)
5755,0.516083151,SPD (corrected)
5754,0.516454742,SPD (corrected)
5753,0.516825967,SPD (corrected)
5752,0.517194311,SPD (corrected)
5751,0.517557777,SPD (corrected)
5750,0.517914831,SPD (corrected)
5749,0.518268513,SPD (corrected)
5748,0.518618447,SPD (corrected)
5747,0.518964304,SPD (corrected)
5746,0.519305799,SPD (corrected)
5745,0.519642792,SPD (corrected)
5744,0.519983304,SPD (corrected)
5743,0.52032635,SPD (corrected)
5742,0.520670802,SPD (corrected)
5741,0.521015347,SPD (corrected)
5740,0.521359054,SPD (corrected)
5739,0.521705621,SPD (corrected)
5738,0.522054738,SPD (corrected)
5737,0.522406131,SPD (corrected)
5736,0.522759427,SPD (corrected)
5735,0.523114351,SPD (corrected)
5734,0.523478646,SPD (corrected)
5733,0.523850819,SPD (corrected)
5732,0.524229356,SPD (corrected)
5731,0.524612832,SPD (corrected)
5730,0.524999409,SPD (corrected)
5729,0.525380274,SPD (corrected)
5728,0.525746649,SPD (corrected)
5727,0.526090456,SPD (corrected)
5726,0.526403626,SPD (corrected)
5725,0.526678469,SPD (corrected)
5724,0.526929908,SPD (corrected)
5723,0.527154963,SPD (corrected)
5722,0.527350551,SPD (corrected)
5721,0.527513662,SPD (corrected)
5720,0.527641929,SPD (corrected)
5719,0.527759577,SPD (corrected)
5718,0.527865369,SPD (corrected)
5717,0.527958213,SPD (corrected)
5716,0.528036917,SPD (corrected)
5715,0.528100755,SPD (corrected)
5714,0.528147496,SPD (corrected)
5713,0.528176859,SPD (corrected)
5712,0.528188286,SPD (corrected)
5711,0.528181865,SPD (corrected)
5710,0.52815751,SPD (corrected)
5709,0.528110147,SPD (corrected)
5708,0.528036626,SPD (corrected)
5707,0.527934999,SPD (corrected)
5706,0.527803241,SPD (corrected)
5705,0.527639336,SPD (corrected)
5704,0.527448565,SPD (corrected)
5703,0.52722919,SPD (corrected)
5702,0.526980575,SPD (corrected)
5701,0.526703784,SPD (corrected)
5700,0.52640069,SPD (corrected)
5699,0.526090259,SPD (corrected)
5698,0.525776476,SPD (corrected)
5697,0.525464473,SPD (corrected)
5696,0.525160036,SPD (corrected)
5695,0.524868541,SPD (corrected)
5694,0.524595932,SPD (corrected)
5693,0.524344766,SPD (corrected)
5692,0.524115002,SPD (corrected)
5691,0.523904796,SPD (corrected)
5690,0.523709268,SPD (corrected)
5689,0.523510184,SPD (corrected)
5688,0.523294809,SPD (corrected)
5687,0.523049807,SPD (corrected)
5686,0.522762978,SPD (corrected)
5685,0.522425305,SPD (corrected)
5684,0.522029203,SPD (corrected)
5683,0.521575453,SPD (corrected)
5682,0.521068819,SPD (corrected)
5681,0.520517066,SPD (corrected)
5680,0.5199301,SPD (corrected)
5679,0.519325236,SPD (corrected)
5678,0.51870638,SPD (corrected)
5677,0.518076957,SPD (corrected)
5676,0.517439784,SPD (corrected)
5675,0.516796775,SPD (corrected)
5674,0.516154152,SPD (corrected)
5673,0.515512351,SPD (corrected)
5672,0.514871671,SPD (corrected)
5671,0.514232447,SPD (corrected)
5670,0.51359437,SPD (corrected)
5669,0.512972721,SPD (corrected)
5668,0.512367514,SPD (corrected)
5667,0.51177913,SPD (corrected)
5666,0.511207745,SPD (corrected)
5665,0.510653196,SPD (corrected)
5664,0.510121435,SPD (corrected)
5663,0.509612919,SPD (corrected)
5662,0.509127658,SPD (corrected)
5661,0.508666044,SPD (corrected)
5660,0.50822808,SPD (corrected)
5659,0.507833662,SPD (corrected)
5658,0.507480973,SPD (corrected)
5657,0.507168369,SPD (corrected)
5656,0.506893653,SPD (corrected)
5655,0.506654097,SPD (corrected)
5654,0.50645756,SPD (corrected)
5653,0.506300087,SPD (corrected)
5652,0.50617724,SPD (corrected)
5651,0.506083984,SPD (corrected)
5650,0.506015011,SPD (corrected)
5649,0.505960626,SPD (corrected)
5648,0.505915075,SPD (corrected)
5647,0.505872457,SPD (corrected)
5646,0.505827346,SPD (corrected)
5645,0.505774565,SPD (corrected)
5644,0.505715585,SPD (corrected)
5643,0.505648071,SPD (corrected)
5642,0.505569503,SPD (corrected)
5641,0.50547755,SPD (corrected)
5640,0.505370109,SPD (corrected)
5639,0.505249042,SPD (corrected)
5638,0.505113797,SPD (corrected)
5637,0.504963636,SPD (corrected)
5636,0.504798003,SPD (corrected)
5635,0.50461597,SPD (corrected)
5634,0.504418406,SPD (corrected)
5633,0.504205334,SPD (corrected)
5632,0.503977224,SPD (corrected)
5631,0.50373413,SPD (corrected)
5630,0.503476185,SPD (corrected)
5629,0.50320418,SPD (corrected)
5628,0.502917899,SPD (corrected)
5627,0.502617464,SPD (corrected)
5626,0.502302997,SPD (corrected)
5625,0.501974758,SPD (corrected)
5624,0.501630523,SPD (corrected)
5623,0.501270704,SPD (corrected)
5622,0.500895774,SPD (corrected)
5621,0.500506062,SPD (corrected)
5620,0.500101946,SPD (corrected)
5619,0.499687453,SPD (corrected)
5618,0.499262981,SPD (corrected)
5617,0.498828942,SPD (corrected)
5616,0.498385917,SPD (corrected)
5615,0.497934155,SPD (corrected)
5614,0.49747459,SPD (corrected)
5613,0.497007523,SPD (corrected)
5612,0.496533803,SPD (corrected)
5611,0.496053723,SPD (corrected)
5610,0.495567955,SPD (corrected)
5609,0.495077947,SPD (corrected)
5608,0.494584662,SPD (corrected)
5607,0.49408871,SPD (corrected)
5606,0.493591615,SPD (corrected)
5605,0.493094504,SPD (corrected)
5604,0.492603307,SPD (corrected)
5603,0.492119642,SPD (corrected)
5602,0.491645247,SPD (corrected)
5601,0.49118136,SPD (corrected)
5600,0.490729351,SPD (corrected)
5599,0.49028258,SPD (corrected)
5598,0.489841446,SPD (corrected)
5597,0.489405912,SPD (corrected)
5596,0.488976598,SPD (corrected)
5595,0.488553278,SPD (corrected)
5594,0.488124265,SPD (corrected)
5593,0.487690747,SPD (corrected)
5592,0.487253263,SPD (corrected)
5591,0.486812481,SPD (corrected)
5590,0.486369038,SPD (corrected)
5589,0.485918922,SPD (corrected)
5588,0.48546391,SPD (corrected)
5587,0.485005813,SPD (corrected)
5586,0.484546721,SPD (corrected)
5585,0.484087819,SPD (corrected)
5584,0.4836247,SPD (corrected)
5583,0.483159375,SPD (corrected)
5582,0.482692891,SPD (corrected)
5581,0.482226382,SPD (corrected)
5580,0.481760796,SPD (corrected)
5579,0.481298225,SPD (corrected)
5578,0.480839987,SPD (corrected)
5577,0.480385999,SPD (corrected)
5576,0.479937364,SPD (corrected)
5575,0.479495241,SPD (corrected)
5574,0.479063248,SPD (corrected)
5573,0.478643183,SPD (corrected)
5572,0.478235887,SPD (corrected)
5571,0.47784196,SPD (corrected)
5570,0.477460583,SPD (corrected)
5569,0.477086477,SPD (corrected)
5568,0.476719081,SPD (corrected)
5567,0.476356626,SPD (corrected)
5566,0.475997618,SPD (corrected)
5565,0.47564005,SPD (corrected)
5564,0.475259128,SPD (corrected)
5563,0.474855916,SPD (corrected)
5562,0.474432815,SPD (corrected)
5561,0.473992223,SPD (corrected)
5560,0.473535901,SPD (corrected)
5559,0.473064173,SPD (corrected)
5558,0.472582576,SPD (corrected)
5557,0.472095295,SPD (corrected)
5556,0.471607249,SPD (corrected)
5555,0.471122188,SPD (corrected)
5554,0.470641775,SPD (corrected)
5553,0.470167796,SPD (corrected)
5552,0.46970203,SPD (corrected)
5551,0.469245918,SPD (corrected)
5550,0.468800448,SPD (corrected)
5549,0.468359775,SPD (corrected)
5548,0.467924837,SPD (corrected)
5547,0.467496716,SPD (corrected)
5546,0.467076162,SPD (corrected)
5545,0.46666392,SPD (corrected)
5544,0.466258032,SPD (corrected)
5543,0.465861229,SPD (corrected)
5542,0.465476303,SPD (corrected)
5541,0.465106144,SPD (corrected)
5540,0.464752515,SPD (corrected)
5539,0.464410619,SPD (corrected)
5538,0.464081341,SPD (corrected)
5537,0.463765018,SPD (corrected)
5536,0.463461708,SPD (corrected)
5535,0.463171312,SPD (corrected)
5534,0.462883545,SPD (corrected)
5533,0.462598504,SPD (corrected)
5532,0.462316046,SPD (corrected)
5531,0.462036133,SPD (corrected)
5530,0.461758727,SPD (corrected)
5529,0.461475836,SPD (corrected)
5528,0.461187595,SPD (corrected)
5527,0.460894144,SPD (corrected)
5526,0.460595483,SPD (corrected)
5525,0.460291903,SPD (corrected)
5524,0.45997532,SPD (corrected)
5523,0.459645788,SPD (corrected)
5522,0.459303702,SPD (corrected)
5521,0.458949522,SPD (corrected)
5520,0.458583903,SPD (corrected)
5519,0.45820394,SPD (corrected)
5518,0.457810816,SPD (corrected)
5517,0.457405167,SPD (corrected)
5516,0.456988264,SPD (corrected)
5515,0.456560967,SPD (corrected)
5514,0.4561257,SPD (corrected)
5513,0.455683289,SPD (corrected)
5512,0.455234095,SPD (corrected)
5511,0.454778787,SPD (corrected)
5510,0.454318127,SPD (corrected)
5509,0.45385404,SPD (corrected)
5508,0.453390216,SPD (corrected)
5507,0.452929083,SPD (corrected)
5506,0.452473328,SPD (corrected)
5505,0.452025373,SPD (corrected)
5504,0.451592547,SPD (corrected)
5503,0.451176809,SPD (corrected)
5502,0.450779062,SPD (corrected)
5501,0.450398735,SPD (corrected)
5500,0.450034145,SPD (corrected)
5499,0.449683072,SPD (corrected)
5498,0.44934149,SPD (corrected)
5497,0.449004669,SPD (corrected)
5496,0.448667045,SPD (corrected)
5495,0.448323479,SPD (corrected)
5494,0.447969286,SPD (corrected)
5493,0.447601983,SPD (corrected)
5492,0.4472216,SPD (corrected)
5491,0.446829732,SPD (corrected)
5490,0.446431251,SPD (corrected)
5489,0.446031172,SPD (corrected)
5488,0.445641965,SPD (corrected)
5487,0.44527685,SPD (corrected)
5486,0.444947671,SPD (corrected)
5485,0.444663242,SPD (corrected)
5484,0.444428313,SPD (corrected)
5483,0.444242723,SPD (corrected)
5482,0.44410284,SPD (corrected)
5481,0.444001927,SPD (corrected)
5480,0.443931007,SPD (corrected)
5479,0.443875844,SPD (corrected)
5478,0.443833277,SPD (corrected)
5477,0.443800713,SPD (corrected)
5476,0.443775547,SPD (corrected)
5475,0.443755674,SPD (corrected)
5474,0.44373824,SPD (corrected)
5473,0.443722879,SPD (corrected)
5472,0.443708994,SPD (corrected)
5471,0.443695917,SPD (corrected)
5470,0.443683508,SPD (corrected)
5469,0.443670875,SPD (corrected)
5468,0.44365801,SPD (corrected)
5467,0.443644701,SPD (corrected)
5466,0.443630764,SPD (corrected)
5465,0.443616506,SPD (corrected)
5464,0.443601424,SPD (corrected)
5463,0.443585425,SPD (corrected)
5462,0.443568436,SPD (corrected)
5461,0.443550536,SPD (corrected)
5460,0.443531762,SPD (corrected)
5459,0.443511602,SPD (corrected)
5458,0.443490098,SPD (corrected)
5457,0.443466789,SPD (corrected)
5456,0.443441494,SPD (corrected)
5455,0.443414033,SPD (corrected)
5454,0.443385293,SPD (corrected)
5453,0.443355356,SPD (corrected)
5452,0.443324426,SPD (corrected)
5451,0.443292357,SPD (corrected)
5450,0.443259174,SPD (corrected)
5449,0.443227271,SPD (corrected)
5448,0.443196603,SPD (corrected)
5447,0.443167316,SPD (corrected)
5446,0.443139425,SPD (corrected)
5445,0.443112835,SPD (corrected)
5444,0.443088622,SPD (corrected)
5443,0.44306649,SPD (corrected)
5442,0.443046092,SPD (corrected)
5441,0.443027367,SPD (corrected)
5440,0.443009912,SPD (corrected)
5439,0.442993072,SPD (corrected)
5438,0.44297662,SPD (corrected)
5437,0.442960666,SPD (corrected)
5436,0.442945069,SPD (corrected)
5435,0.442929859,SPD (corrected)
5434,0.442913316,SPD (corrected)
5433,0.442894524,SPD (corrected)
5432,0.442872199,SPD (corrected)
5431,0.442845787,SPD (corrected)
5430,0.442815321,SPD (corrected)
5429,0.44277952,SPD (corrected)
5428,0.44274165,SPD (corrected)
5427,0.442706836,SPD (corrected)
5426,0.442680398,SPD (corrected)
5425,0.442667482,SPD (corrected)
5424,0.442678366,SPD (corrected)
5423,0.442717741,SPD (corrected)
5422,0.442788687,SPD (corrected)
5421,0.442891382,SPD (corrected)
5420,0.443024308,SPD (corrected)
5419,0.443181298,SPD (corrected)
5418,0.443359287,SPD (corrected)
5417,0.443555398,SPD (corrected)
5416,0.443767005,SPD (corrected)
5415,0.443991374,SPD (corrected)
5414,0.444224205,SPD (corrected)
5413,0.444464087,SPD (corrected)
5412,0.444709859,SPD (corrected)
5411,0.444961056,SPD (corrected)
5410,0.445216852,SPD (corrected)
5409,0.445475054,SPD (corrected)
5408,0.445735175,SPD (corrected)
5407,0.445997163,SPD (corrected)
5406,0.44626071,SPD (corrected)
5405,0.446526153,SPD (corrected)
5404,0.44679071,SPD (corrected)
5403,0.447053909,SPD (corrected)
5402,0.447314917,SPD (corrected)
5401,0.447573513,SPD (corrected)
5400,0.447829362,SPD (corrected)
5399,0.448088245,SPD (corrected)
5398,0.448350792,SPD (corrected)
5397,0.448617539,SPD (corrected)
5396,0.448888675,SPD (corrected)
5395,0.449165241,SPD (corrected)
5394,0.449461706,SPD (corrected)
5393,0.449778137,SPD (corrected)
5392,0.450115052,SPD (corrected)
5391,0.450472907,SPD (corrected)
5390,0.450852295,SPD (corrected)
5389,0.451267863,SPD (corrected)
5388,0.451720365,SPD (corrected)
5387,0.45221008,SPD (corrected)
5386,0.452737289,SPD (corrected)
5385,0.453302514,SPD (corrected)
5384,0.453904754,SPD (corrected)
5383,0.454543493,SPD (corrected)
5382,0.455218775,SPD (corrected)
5381,0.455930449,SPD (corrected)
5380,0.456678688,SPD (corrected)
5379,0.457460108,SPD (corrected)
5378,0.45827436,SPD (corrected)
5377,0.459121495,SPD (corrected)
5376,0.460000797,SPD (corrected)
5375,0.460911021,SPD (corrected)
5374,0.461840646,SPD (corrected)
5373,0.462787825,SPD (corrected)
5372,0.463751535,SPD (corrected)
5371,0.464730901,SPD (corrected)
5370,0.46572664,SPD (corrected)
5369,0.466731214,SPD (corrected)
5368,0.46774507,SPD (corrected)
5367,0.468769657,SPD (corrected)
5366,0.469806135,SPD (corrected)
5365,0.470856139,SPD (corrected)
5364,0.47191825,SPD (corrected)
5363,0.472992977,SPD (corrected)
5362,0.474080296,SPD (corrected)
5361,0.475179912,SPD (corrected)
5360,0.476291782,SPD (corrected)
5359,0.477411768,SPD (corrected)
5358,0.478539912,SPD (corrected)
5357,0.479676362,SPD (corrected)
5356,0.480820637,SPD (corrected)
5355,0.481972486,SPD (corrected)
5354,0.483126101,SPD (corrected)
5353,0.484281242,SPD (corrected)
5352,0.485437998,SPD (corrected)
5351,0.486596288,SPD (corrected)
5350,0.487755971,SPD (corrected)
5349,0.488905159,SPD (corrected)
5348,0.490042648,SPD (corrected)
5347,0.491167078,SPD (corrected)
5346,0.492277379,SPD (corrected)
5345,0.493372378,SPD (corrected)
5344,0.494450465,SPD (corrected)
5343,0.495508686,SPD (corrected)
5342,0.496544126,SPD (corrected)
5341,0.497553785,SPD (corrected)
5340,0.498535765,SPD (corrected)
5339,0.499513946,SPD (corrected)
5338,0.500487235,SPD (corrected)
5337,0.501455062,SPD (corrected)
5336,0.502417131,SPD (corrected)
5335,0.503373298,SPD (corrected)
5334,0.504338427,SPD (corrected)
5333,0.505311571,SPD (corrected)
5332,0.50629199,SPD (corrected)
5331,0.507278899,SPD (corrected)
5330,0.508271213,SPD (corrected)
5329,0.509262486,SPD (corrected)
5328,0.510252442,SPD (corrected)
5327,0.511240973,SPD (corrected)
5326,0.51222797,SPD (corrected)
5325,0.513213268,SPD (corrected)
5324,0.514193686,SPD (corrected)
5323,0.515169252,SPD (corrected)
5322,0.51613958,SPD (corrected)
5321,0.517104711,SPD (corrected)
5320,0.51806412,SPD (corrected)
5319,0.519045895,SPD (corrected)
5318,0.52004973,SPD (corrected)
5317,0.521075735,SPD (corrected)
5316,0.5221235,SPD (corrected)
5315,0.523192571,SPD (corrected)
5314,0.524294941,SPD (corrected)
5313,0.525426899,SPD (corrected)
5312,0.526585434,SPD (corrected)
5311,0.527766839,SPD (corrected)
5310,0.52896732,SPD (corrected)
5309,0.530176592,SPD (corrected)
5308,0.531393219,SPD (corrected)
5307,0.532615911,SPD (corrected)
5306,0.533843433,SPD (corrected)
5305,0.535074505,SPD (corrected)
5304,0.536305984,SPD (corrected)
5303,0.537536943,SPD (corrected)
5302,0.538766445,SPD (corrected)
5301,0.539993538,SPD (corrected)
5300,0.541217273,SPD (corrected)
5299,0.542432511,SPD (corrected)
5298,0.543638455,SPD (corrected)
5297,0.544834332,SPD (corrected)
5296,0.5460194,SPD (corrected)
5295,0.547192948,SPD (corrected)
5294,0.548353218,SPD (corrected)
5293,0.549498819,SPD (corrected)
5292,0.550628476,SPD (corrected)
5291,0.551740607,SPD (corrected)
5290,0.552833949,SPD (corrected)
5289,0.553903234,SPD (corrected)
5288,0.55494681,SPD (corrected)
5287,0.555963202,SPD (corrected)
5286,0.55695086,SPD (corrected)
5285,0.557908836,SPD (corrected)
5284,0.558845695,SPD (corrected)
5283,0.559760794,SPD (corrected)
5282,0.560653248,SPD (corrected)
5281,0.561522395,SPD (corrected)
5280,0.56236783,SPD (corrected)
5279,0.563201653,SPD (corrected)
5278,0.564023086,SPD (corrected)
5277,0.564831477,SPD (corrected)
5276,0.565626757,SPD (corrected)
5275,0.56640877,SPD (corrected)
5274,0.567185413,SPD (corrected)
5273,0.567956643,SPD (corrected)
5272,0.568722764,SPD (corrected)
5271,0.569484121,SPD (corrected)
5270,0.57024078,SPD (corrected)
5269,0.570974784,SPD (corrected)
5268,0.571685956,SPD (corrected)
5267,0.572374787,SPD (corrected)
5266,0.573041471,SPD (corrected)
5265,0.573686082,SPD (corrected)
5264,0.574295732,SPD (corrected)
5263,0.574871632,SPD (corrected)
5262,0.575415097,SPD (corrected)
5261,0.575927534,SPD (corrected)
5260,0.576410291,SPD (corrected)
5259,0.576873389,SPD (corrected)
5258,0.577317324,SPD (corrected)
5257,0.577743093,SPD (corrected)
5256,0.578151618,SPD (corrected)
5255,0.578543768,SPD (corrected)
5254,0.578930309,SPD (corrected)
5253,0.579311321,SPD (corrected)
5252,0.579686604,SPD (corrected)
5251,0.580056376,SPD (corrected)
5250,0.580420692,SPD (corrected)
5249,0.580794012,SPD (corrected)
5248,0.581176478,SPD (corrected)
5247,0.581568212,SPD (corrected)
5246,0.581969451,SPD (corrected)
5245,0.582380533,SPD (corrected)
5244,0.582812913,SPD (corrected)
5243,0.58326788,SPD (corrected)
5242,0.583746701,SPD (corrected)
5241,0.58425027,SPD (corrected)
5240,0.584779832,SPD (corrected)
5239,0.585338493,SPD (corrected)
5238,0.585927416,SPD (corrected)
5237,0.586547573,SPD (corrected)
5236,0.587200071,SPD (corrected)
5235,0.58788541,SPD (corrected)
5234,0.58859784,SPD (corrected)
5233,0.589337873,SPD (corrected)
5232,0.590106424,SPD (corrected)
5231,0.590903754,SPD (corrected)
5230,0.591729291,SPD (corrected)
5229,0.592584233,SPD (corrected)
5228,0.593465122,SPD (corrected)
5227,0.594366782,SPD (corrected)
5226,0.595283705,SPD (corrected)
5225,0.596210753,SPD (corrected)
5224,0.597128899,SPD (corrected)
5223,0.598033349,SPD (corrected)
5222,0.598920868,SPD (corrected)
5221,0.599791001,SPD (corrected)
5220,0.600644908,SPD (corrected)
5219,0.601474471,SPD (corrected)
5218,0.602282611,SPD (corrected)
5217,0.60307207,SPD (corrected)
5216,0.603845348,SPD (corrected)
5215,0.604605051,SPD (corrected)
5214,0.605345415,SPD (corrected)
5213,0.606067563,SPD (corrected)
5212,0.606772385,SPD (corrected)
5211,0.607460108,SPD (corrected)
5210,0.608131315,SPD (corrected)
5209,0.608770488,SPD (corrected)
5208,0.609376345,SPD (corrected)
5207,0.609947908,SPD (corrected)
5206,0.610483717,SPD (corrected)
5205,0.610982097,SPD (corrected)
5204,0.611440763,SPD (corrected)
5203,0.611858843,SPD (corrected)
5202,0.612236184,SPD (corrected)
5201,0.612572195,SPD (corrected)
5200,0.612866768,SPD (corrected)
5199,0.613133918,SPD (corrected)
5198,0.613373321,SPD (corrected)
5197,0.613584608,SPD (corrected)
5196,0.613767324,SPD (corrected)
5195,0.613921129,SPD (corrected)
5194,0.61406373,SPD (corrected)
5193,0.614194198,SPD (corrected)
5192,0.614311621,SPD (corrected)
5191,0.61441511,SPD (corrected)
5190,0.614503674,SPD (corrected)
5189,0.614578576,SPD (corrected)
5188,0.614638009,SPD (corrected)
5187,0.614680049,SPD (corrected)
5186,0.61470304,SPD (corrected)
5185,0.614705481,SPD (corrected)
5184,0.614687618,SPD (corrected)
5183,0.614648239,SPD (corrected)
5182,0.614586615,SPD (corrected)
5181,0.61450169,SPD (corrected)
5180,0.614392533,SPD (corrected)
5179,0.614250437,SPD (corrected)
5178,0.614074634,SPD (corrected)
5177,0.613865078,SPD (corrected)
5176,0.613621445,SPD (corrected)
5175,0.613343862,SPD (corrected)
5174,0.613050614,SPD (corrected)
5173,0.61274191,SPD (corrected)
5172,0.612418077,SPD (corrected)
5171,0.612079524,SPD (corrected)
5170,0.611726733,SPD (corrected)
5169,0.611368695,SPD (corrected)
5168,0.611005694,SPD (corrected)
5167,0.610638007,SPD (corrected)
5166,0.610265931,SPD (corrected)
5165,0.609889777,SPD (corrected)
5164,0.609506389,SPD (corrected)
5163,0.609115985,SPD (corrected)
5162,0.608718791,SPD (corrected)
5161,0.608315078,SPD (corrected)
5160,0.607905059,SPD (corrected)
5159,0.607518744,SPD (corrected)
5158,0.607155903,SPD (corrected)
5157,0.606816465,SPD (corrected)
5156,0.606500231,SPD (corrected)
5155,0.606206901,SPD (corrected)
5154,0.605965939,SPD (corrected)
5153,0.605773536,SPD (corrected)
5152,0.605625125,SPD (corrected)
5151,0.60551508,SPD (corrected)
5150,0.605436858,SPD (corrected)
5149,0.605397326,SPD (corrected)
5148,0.605389711,SPD (corrected)
5147,0.605406419,SPD (corrected)
5146,0.605440172,SPD (corrected)
5145,0.60548352,SPD (corrected)
5144,0.605527177,SPD (corrected)
